Code;Libellé;Taux d'évolution annuel de la population 2015-2021;Taux d'évolution annuel de la population due au solde naturel 2015-2021;Taux d'évolution annuel de la population due au solde migratoire apparent 2015-2021
30341;Vauvert;0.37;0.1;0.27
30350;Le Vigan;-0.83;-1.35;0.52
31020;Aspet;-0.22;-0.53;0.31
31028;Aurignac;0.56;-0.37;0.93
31033;Auterive;1.22;-0.02;1.24
31042;Bagnères-de-Luchon;-1.69;-1.57;-0.12
31080;Boulogne-sur-Gesse;0.65;-1.77;2.42
31098;Cadours;0.5;-1.05;1.55
31106;Caraman;0.43;0.04;0.38
31107;Carbonne;0.7;-0.34;1.04
31135;Cazères;-0.29;-0.39;0.1
31202;Fronton;1.68;0.11;1.57
31232;Grenade;0.52;-0.03;0.55
31239;L'Isle-en-Dodon;-0.49;-1.76;1.27
31324;Martres-Tolosane;0.49;-0.37;0.86
31396;Nailloux;1.6;-0.1;1.7
31454;Rieumes;0.45;-0.41;0.87
31503;Saint-Martory;1.82;-1.79;3.61
31523;Salies-du-Salat;-0.72;-1.56;0.84
31582;Villefranche-de-Lauragais;2.33;-0.24;2.58
31584;Villemur-sur-Tarn;0.83;-0.06;0.88
32079;Castelnau d'Auzan Labarrère;-0.73;-0.75;0.03
32096;Cazaubon;0.01;-1.24;1.25
32106;Cologne;-0.02;-2.06;2.05
32107;Condom;-0.58;-0.9;0.32
32119;Eauze;0.62;-0.97;1.59
32132;Fleurance;-0.46;-1.05;0.59
32147;Gimont;0.45;-0.69;1.14
32160;L'Isle-Jourdain;1.42;0.23;1.18
32208;Lectoure;-0.09;-1.54;1.45
32213;Lombez;0.41;-0.82;1.23
32233;Marciac;-0.56;-2.37;1.82
32242;Masseube;0.07;-1.9;1.96
32249;Mauvezin;0.69;-1.59;2.27
32252;Miélan;-0.69;-1.1;0.4
32256;Mirande;-0.14;-1.13;0.99
32285;Montesquiou;-0.32;-0.58;0.26
32296;Nogaro;1.47;-1.35;2.82
32319;Plaisance;-0.75;-2.34;1.59
32344;Riscle;-0.69;-1.57;0.88
32370;Saint-Clar;0.87;-1.38;2.25
32410;Samatan;0.36;-0.7;1.06
32426;Seissan;-0.02;-0.18;0.17
32459;Valence-sur-Baïse;-0.06;-0.49;0.43
32462;Vic-Fezensac;0.44;-1.34;1.78
33036;Bazas;0.23;-0.85;1.08
33042;Belin-Béliet;2.36;0.29;2.07
33058;Blaye;0.49;-0.73;1.22
33067;Bourg;0.5;-0.32;0.82
33081;Cadillac-sur-Garonne;0.14;-0.59;0.73
33108;Castillon-la-Bataille;1.1;-0.33;1.43
33138;Coutras;0.24;-0.32;0.56
33140;Créon;1.07;-0.03;1.1
33227;Langon;-0.1;-0.62;0.52
33240;Lesparre-Médoc;0.42;-0.41;0.83
33314;Pauillac;0.8;-0.24;1.04
33327;Podensac;0.61;-1.26;1.87
33352;La Réole;0.87;-0.5;1.37
33366;Saint-André-de-Cubzac;2.96;0.24;2.72
33389;Saint-Ciers-sur-Gironde;0.23;-0.63;0.86
33402;Sainte-Foy-la-Grande;1.34;-2.3;3.65
34028;Bédarieux;-0.53;-0.84;0.3
34069;Cazouls-lès-Béziers;0.76;0.06;0.7
34079;Clermont-l'Hérault;1.13;-0.27;1.39
34081;Colombiers;2;-0.46;2.46
34101;Florensac;0.34;-0.32;0.66
34111;Ganges;0.14;-1.37;1.51
34114;Gignac;1.89;0.4;1.49
34142;Lodève;-0.27;-0.65;0.38
34143;Loupian;0.26;0.22;0.04
34147;Magalas;0.79;-0.33;1.11
34150;Marseillan;-0.36;-0.65;0.29
34162;Montagnac;0.69;-0.15;0.84
34189;Olonzac;-1.05;-0.92;-0.12
34199;Pézenas;-0.77;-0.6;-0.17
34239;Saint-André-de-Sangonis;1.87;0.32;1.54
34245;Saint-Chinian;-0.2;-1.31;1.11
34284;Saint-Pons-de-Thomières;-1.43;-1.49;0.05
34293;La Salvetat-sur-Agout;0;N/A - division par 0;N/A - division par 0
35004;Val-Couesnon;-0.57;-1.07;0.49
35012;Bain-de-Bretagne;0.53;-0.1;0.63
35019;Bazouges-la-Pérouse;0.63;-0.75;1.38
35023;Bédée;1.19;0.81;0.38
35037;Bréal-sous-Montfort;1.79;0.9;0.89
35049;Cancale;0.85;-0.96;1.81
35069;Châteaugiron;1.6;0.53;1.07
35072;Châtillon-en-Vendelais;0.01;0.24;-0.23
35085;Combourg;0.95;-0.34;1.28
35093;Dinard;0.47;-1.21;1.68
35095;Dol-de-Bretagne;0.35;-0.72;1.08
35109;Étrelles;0.61;0.21;0.41
35124;Grand-Fougeray;0;N/A - division par 0;N/A - division par 0
35125;La Guerche-de-Bretagne;0.26;-0.91;1.16
35126;Guichen;1.49;0.4;1.09
35136;Janzé;0.6;-0.02;0.62
35152;Liffré;2.42;0.18;2.24
35162;Louvigné-du-Désert;-0.42;-0.98;0.56
35167;Martigné-Ferchaud;0.02;-0.65;0.67
35168;Val d'Anast;0.1;-0.17;0.28
35173;Melesse;2.9;0.58;2.32
35176;Guipry-Messac;0.75;0.06;0.69
35177;La Mézière;0.94;0.96;-0.02
35184;Montauban-de-Bretagne;2.12;0.03;2.09
35188;Montfort-sur-Meu;0.47;-0.31;0.78
35207;Noyal-sur-Vilaine;0.83;0.4;0.43
35219;Pipriac;0.76;-0.13;0.88
35222;Pleine-Fougères;0.04;-0.87;0.91
35223;Plélan-le-Grand;0.83;-0.09;0.92
35227;Pleumeleuc;1.46;1.16;0.3
35228;Pleurtuit;0.8;-0.19;0.99
35239;Retiers;1.04;-0.18;1.22
35251;Saint-Aubin-d'Aubigné;2.51;0.65;1.86
35253;Saint-Aubin-du-Cormier;1.57;0.1;1.47
35257;Maen Roch;1.29;-0.3;1.6
35282;Rives-du-Couesnon;0.58;1;-0.43
35284;Saint-Jouan-des-Guérets;1.35;0.01;1.34
35297;Saint-Méen-le-Grand;-0.03;-1.01;0.98
35308;Mesnil-Roc'h;0.7;0.31;0.39
35337;Tinténiac;1.75;0.06;1.69
36001;Aigurande;-1.17;-2.17;1
36005;Ardentes;-0.41;-0.08;-0.33
36006;Argenton-sur-Creuse;-0.36;-1.11;0.75
36018;Le Blanc;-0.96;-1.01;0.05
36031;Buzançais;0.12;-1.01;1.12
36034;Chabris;0.16;-0.87;1.04
36045;Châtillon-sur-Indre;-2.49;-2.28;-0.22
36046;La Châtre;-0.88;-1.5;0.62
36063;Déols;0.06;-0.14;0.19
36093;Levroux;-0.79;-1.09;0.3
36141;Neuvy-Saint-Sépulchre;-0.12;-0.47;0.35
36192;Saint-Gaultier;-0.95;-2.3;1.36
36208;Sainte-Sévère-sur-Indre;-0.42;-3.56;3.14
36228;Valençay;-1.28;-2.08;0.81
36230;Vatan;-1.02;-1.39;0.37
36241;Villedieu-sur-Indre;-0.6;-0.14;-0.46
37020;Beaulieu-lès-Loches;-0.36;-0.2;-0.16
37027;Bléré;-0.1;-0.8;0.7
37031;Bourgueil;-0.73;-0.99;0.26
37062;Château-la-Vallière;-0.47;-1.59;1.13
37063;Château-Renault;-1.05;-0.13;-0.92
37091;La Croix-en-Touraine;1.91;0.48;1.43
37115;Descartes;-1.47;-0.61;-0.86
37119;L'Île-Bouchard;-0.39;-1.84;1.45
37123;Langeais;-0.96;-0.09;-0.87
37130;Ligueil;-0.83;-1.99;1.15
37132;Loches;-0.32;-1.08;0.77
37167;Neuillé-Pont-Pierre;1.74;0.3;1.44
37189;Preuilly-sur-Claise;0.02;-2.94;2.96
37196;Richelieu;-1.47;-1.54;0.07
37225;Saint-Martin-le-Beau;0.08;0.52;-0.44
37226;Sainte-Maure-de-Touraine;-0.81;-1.19;0.38
38034;Beaurepaire;0.38;-0.37;0.75
38052;Le Bourg-d'Oisans;-0.93;-0.9;-0.03
38087;Chasse-sur-Rhône;1.25;0.87;0.38
38130;La Côte-Saint-André;0.21;-0.6;0.81
38138;Crémieu;0.88;-0.25;1.13
38226;Mens;0.48;-1.84;2.32
38269;La Mure;-0.25;-0.81;0.56
38314;Pontcharra;0.24;0.55;-0.32
38315;Le Pont-de-Beauvoisin;-0.06;-0.21;0.15
38412;Saint-Laurent-du-Pont;-0.2;-0.39;0.19
38416;Saint-Marcellin;-0.89;-0.23;-0.66
38509;La Tour-du-Pin;0.35;0.19;0.16
38517;Tullins;0.11;-0.18;0.29
38548;Villard-de-Lans;0.58;-0.15;0.73
39013;Arbois;-1.08;-1.03;-0.05
39016;Arinthod;-0.48;-1.97;1.49
39333;Moirans-en-Montagne;0.4;-0.24;0.63
39368;Hauts de Bienne;-0.7;0.33;-1.04
39434;Poligny;-0.38;-0.8;0.42
39478;Saint-Claude;-1.8;-0.37;-1.43
39500;Salins-les-Bains;-1.58;-2.12;0.55
40001;Aire-sur-l'Adour;0.33;-0.69;1.02
40002;Amou;0.18;-1.05;1.24
40102;Gabarret;-0.28;-2.41;2.13
40110;Geaune;1.88;-2.42;4.3
40117;Grenade-sur-l'Adour;-0.79;-0.45;-0.35
40119;Hagetmau;0.01;-0.61;0.63
40134;Labouheyre;0.72;-0.12;0.84
40194;Montfort-en-Chalosse;0.24;-1.48;1.71
40197;Morcenx-la-Nouvelle;-0.39;-1.32;0.93
40201;Mugron;-1.65;-2.05;0.41
40224;Peyrehorade;0.26;-0.79;1.05
40245;Roquefort;0.68;-1.14;1.82
40282;Saint-Sever;0.34;-0.62;0.96
40331;Villeneuve-de-Marsan;0.24;-1.04;1.28
41025;Bracieux;0.47;-1.6;2.07
41095;Fréteval;-0.91;-0.37;-0.55
41106;Lamotte-Beuvron;-0.66;-0.55;-0.11
41123;Marchenoir;1.09;-2.97;4.06
41136;Mer;0.09;-0.01;0.1
41143;Mondoubleau;-1.16;-2.35;1.19
41149;Montoire-sur-le-Loir;-0.69;-1.7;1.01
41151;Montrichard Val de Cher;-0.85;-1.21;0.36
41154;Morée;-0.03;-1.75;1.71
41159;Neung-sur-Beuvron;0.54;-1.55;2.09
41167;Veuzain-sur-Loire;-1.17;-0.56;-0.61
41171;Oucques La Nouvelle;-0.44;-0.16;-0.28
41173;Beauce la Romaine;-0.36;-0.14;-0.22
41198;Saint-Aignan;-0.36;-1.99;1.63
41232;Salbris;-1.48;-0.96;-0.52
41242;Selles-sur-Cher;-1.05;-1.31;0.27
41269;Vendôme;-0.99;-0.55;-0.44
42011;Balbigny;-0.8;-0.52;-0.28
42019;Boën-sur-Lignon;-1.46;-1.44;-0.02
42023;Bourg-Argental;0.27;-0.86;1.13
42052;Charlieu;0.08;-1.05;1.13
42059;Chazelles-sur-Lyon;0.79;-0.18;0.97
42094;Feurs;0.58;-0.43;1.01
42156;Neulise;0.53;-1.25;1.79
42159;Noirétable;-0.3;-1.64;1.33
42165;Panissières;-0.46;-1.08;0.61
42168;Pélussin;-0.34;-0.37;0.04
42181;Régny;-0.82;-0.58;-0.23
42204;Saint-Bonnet-le-Château;-0.82;-1.79;0.96
42224;Saint-Genest-Malifaux;0.25;-0.25;0.5
42230;Saint-Germain-Laval;-0.45;-1.18;0.73
42249;Saint-Just-la-Pendue;-0.06;-1.12;1.06
42289;Saint-Symphorien-de-Lay;0.45;-0.86;1.31
42304;Sury-le-Comtal;1.03;0.81;0.22
43003;Allègre;-1.66;-2.08;0.42
43012;Aurec-sur-Loire;0.19;-0.07;0.26
43016;Auzon;0.17;-0.43;0.6
43040;Brioude;-0.56;-0.93;0.36
43042;Cayres;-0.75;-1.12;0.37
43051;Le Chambon-sur-Lignon;-0.82;-1.01;0.2
43077;Costaros;-0.74;-0.27;-0.47
43080;Craponne-sur-Arzon;-0.65;-2.26;1.62
43087;Dunières;-1.36;-0.25;-1.11
43111;Landos;-0.47;-0.73;0.26
43112;Langeac;-1.46;-1.44;-0.02
43135;Le Monastier-sur-Gazeille;-0.27;-1.32;1.05
43137;Monistrol-sur-Loire;0.25;0.11;0.14
43141;Montfaucon-en-Velay;-1.57;-0.73;-0.84
43148;Paulhaguet;-0.53;-1.39;0.86
43154;Pradelles;-0.55;-2.91;2.36
43162;Retournac;0.44;-0.68;1.13
43163;Riotord;0.07;-0.96;1.03
43177;Saint-Didier-en-Velay;0.17;-0.48;0.65
43185;Sainte-Florine;0.99;-0.33;1.32
43200;Saint-Julien-Chapteuil;1.18;-0.65;1.82
43205;Saint-Just-Malmont;0.28;0.09;0.19
43224;Sainte-Sigolène;0.18;0.09;0.08
43234;Saugues;-1.27;-1.63;0.36
43244;Tence;0.09;-0.77;0.86
43267;Vorey;0.29;-1.01;1.31
43268;Yssingeaux;0.52;-0.41;0.92
44003;Ancenis-Saint-Géréon;1.09;0.02;1.07
44015;Blain;0.93;0.04;0.88
44043;Clisson;1.36;0.05;1.31
44067;Guémené-Penfao;0.03;-0.62;0.65
44069;Guérande;-0.15;-0.17;0.02
44071;Haute-Goulaine;0.94;0.02;0.92
44072;Herbignac;1.35;0.33;1.02
44084;Le Loroux-Bottereau;1.24;0.44;0.8
44087;Machecoul-Saint-Même;0.67;-0.15;0.82
44098;Missillac;1.03;-0.03;1.06
44110;Nort-sur-Erdre;1.48;0.26;1.22
44113;Nozay;0.57;-0.35;0.92
44116;Paimbœuf;-0.97;-0.92;-0.05
44129;Pontchâteau;0.73;0.18;0.55
44131;Pornic;3.11;-0.74;3.85
44154;Saint-Brevin-les-Pins;1.1;-0.81;1.91
44158;Saint-Étienne-de-Montluc;1.9;0.56;1.34
44161;Saint-Gildas-des-Bois;0.13;-0.76;0.89
44180;Vallons-de-l'Erdre;-0.17;0.12;-0.29
44186;Sainte-Pazanne;1.64;0.48;1.16
44188;Saint-Philbert-de-Grand-Lieu;1.15;0.53;0.62
44195;Savenay;1.97;0.02;1.95
44212;Vallet;1.15;0.38;0.77
44213;Loireauxence;0.07;0.17;-0.11
45028;Beaugency;0.27;-0.29;0.57
45030;Beaune-la-Rolande;0.03;-1.77;1.8
45053;Briare;-1.38;-0.57;-0.82
45082;Châteauneuf-sur-Loire;0.78;0.29;0.48
45085;Châtillon-Coligny;-0.43;-1.58;1.15
45115;Courtenay;-0.87;-0.97;0.1
45145;Ferrières-en-Gâtinais;0.47;-0.23;0.7
45146;La Ferté-Saint-Aubin;-0.11;-0.11;0
45187;Lorris;0.49;-0.84;1.33
45191;Le Malesherbois;-0.19;0.13;-0.32
45203;Meung-sur-Loire;0.78;-0.24;1.02
45224;Neuville-aux-Bois;1.82;-0.08;1.91
45248;Patay;1.31;-0.36;1.67
45258;Puiseaux;-0.05;-0.33;0.27
45315;Sully-sur-Loire;-0.71;-0.45;-0.26
46029;Biars-sur-Cère;-0.89;-0.15;-0.74
46038;Bretenoux;0.04;-1.06;1.09
46045;Cajarc;-0.16;-1.24;1.08
46063;Castelnau-Montratier;-0.8;-0.92;0.11
46066;Cazals;0.45;-2.42;2.87
46127;Gourdon;-1.5;-1.86;0.36
46128;Gramat;-0.78;-2;1.22
46143;Lacapelle-Marival;-0.08;-2.95;2.87
46148;Lalbenque;1.77;0.23;1.54
46173;Limogne-en-Quercy;0.76;-1.97;2.74
46182;Luzech;-0.11;-1.34;1.23
46185;Martel;0.36;-1.29;1.65
46201;Montcuq-en-Quercy-Blanc;0.92;-0.82;1.74
46225;Prayssac;0.05;-1.53;1.58
46231;Puy-l'Évêque;-0.87;-2.29;1.42
46251;Saint-Céré;-0.18;-1.25;1.06
46297;Salviac;-0.17;-1.94;1.77
46309;Souillac;-0.79;-1.2;0.41
46330;Vayrac;0;N/A - division par 0;N/A - division par 0
47004;Aiguillon;-0.89;-0.55;-0.35
47015;Astaffort;-0.26;-0.67;0.41
47021;Barbaste;-0.02;-0.56;0.54
47048;Cancon;0.05;-1.52;1.57
47052;Casteljaloux;-0.5;-1.31;0.82
47054;Castelmoron-sur-Lot;0.66;-2.15;2.82
47057;Castillonnès;-0.85;-1.64;0.78
47078;Damazan;0.25;-0.82;1.07
47086;Duras;-1.36;-2.29;0.93
47106;Fumel;-0.58;-1.02;0.44
47143;Lavardac;0.42;-0.73;1.15
47168;Miramont-de-Guyenne;-0.56;-1.63;1.07
47175;Monflanquin;0.25;-1.32;1.57
47179;Monsempron-Libos;-0.11;-0.7;0.59
47195;Nérac;-0.21;-0.76;0.55
47210;Port-Sainte-Marie;-0.85;-0.42;-0.43
47252;Sainte-Livrade-sur-Lot;0.52;-0.21;0.73
47324;Villeréal;0.09;-2.74;2.83
48017;Banassac-Canilhac;0.44;0.22;0.22
48034;La Canourgue;0.07;-0.68;0.76
48038;Bel-Air-Val-d'Ance;0.91;0.47;0.44
48039;Chanac;-0.26;0.1;-0.37
48061;Florac Trois Rivières;0.06;-0.26;0.33
48075;Ispagnac;0.17;-1.14;1.31
48080;Langogne;-0.16;-1.26;1.1
48092;Marvejols;-0.36;-0.87;0.51
48094;Massegros Causses Gorges;-0.42;-0.74;0.32
48096;Meyrueis;-1.1;-2.88;1.78
48099;Bourgs sur Colagne;-0.6;-0.49;-0.1
48140;Saint-Chély-d'Apcher;-0.24;-0.59;0.35
48146;Gorges du Tarn Causses;-1.41;0;-1.41
48156;Saint-Germain-du-Teil;-0.1;-0.81;0.72
49002;Allonnes;-0.58;-0.16;-0.42
49018;Baugé-en-Anjou;-0.15;-0.44;0.29
49063;Chalonnes-sur-Loire;0.02;-0.15;0.17
49080;Les Hauts-d'Anjou;0.05;0.16;-0.12
49125;Doué-en-Anjou;0.36;-0.26;0.63
49127;Durtal;-0.1;-0.08;-0.02
49180;Longué-Jumelles;-0.38;-0.28;-0.1
49215;Montreuil-Bellay;-1.24;-0.4;-0.84
49228;Noyant-Villages;-0.76;-0.59;-0.18
49244;Mauges-sur-Loire;-0.02;0.05;-0.07
49248;Ombrée d'Anjou;-0.24;-0.36;0.12
49261;Gennes-Val-de-Loire;-0.29;-0.06;-0.23
49331;Segré-en-Anjou Bleu;0.09;-0.16;0.25
49373;Lys-Haut-Layon;-0.29;-0.16;-0.13
50003;Agon-Coutainville;0.85;-1.6;2.45
50025;Avranches;0.24;-0.56;0.8
50031;Barneville-Carteret;-0.2;-1.98;1.77
50041;La Hague;-0.87;0.24;-1.11
50074;Brécey;0.6;-1.16;1.76
50076;Bréhal;0.97;-0.98;1.95
50082;Bricquebec-en-Cotentin;-0.29;0.14;-0.43
50099;Carentan-les-Marais;0;-0.53;0.54
50139;Condé-sur-Vire;0.1;0.14;-0.04
50147;Coutances;-0.65;-1.02;0.37
50197;Gavray-sur-Sienne;0.09;-0.43;0.53
50218;Granville;-0.77;-1.13;0.36
50236;La Haye;-0.18;-0.68;0.5
50237;La Haye-Pesnel;-1.24;-1.54;0.3
50267;Lessay;-0.04;-0.41;0.38
50292;Marigny-Le-Lozon;0.75;-0.35;1.1
50341;Montebourg;-0.66;-1.48;0.82
50359;Mortain-Bocage;-0.39;-1.26;0.87
50393;Percy-en-Normandie;0.03;-0.91;0.94
50394;Périers;-0.06;-1.72;1.67
50400;Picauville;-0.49;-0.45;-0.05
50402;Les Pieux;0.55;0.21;0.34
50410;Pontorson;-0.11;-1.26;1.14
50412;Port-Bail-sur-Mer;-0.98;-0.71;-0.28
50417;Quettehou;0.01;-0.26;0.27
50484;Saint-Hilaire-du-Harcouët;-0.94;-1.18;0.24
50487;Saint-James;-0.57;-0.94;0.37
50523;Sainte-Mère-Église;-0.96;-1.15;0.19
50539;Saint-Pierre-Église;0.25;-0.94;1.19
50551;Saint-Sauveur-le-Vicomte;-1.07;-1;-0.06
50562;Saint-Vaast-la-Hougue;-1.36;-1.76;0.41
50565;Sartilly-Baie-Bocage;0.32;-0.45;0.77
50582;Sourdeval;-0.44;-1.11;0.67
50591;Le Teilleul;-0.67;-2.15;1.48
50601;Torigny-les-Villes;0.33;-0.23;0.56
50615;Valognes;0.11;-1.02;1.14
50639;Villedieu-les-Poêles-Rouffigny;-0.23;-0.99;0.76
51217;Dormans;-0.1;-0.29;0.19
51248;Fère-Champenoise;-0.15;-0.17;0.02
51250;Fismes;1.1;-0.62;1.72
51380;Montmirail;-0.4;-1.14;0.74
51388;Mourmelon-le-Grand;-0.66;0.66;-1.33
51423;Pargny-sur-Saulx;-1.81;-0.29;-1.51
51507;Sainte-Menehould;0.01;-1.13;1.14
51531;Sermaize-les-Bains;-1.84;-0.81;-1.03
51535;Sézanne;-0.72;-0.83;0.11
51612;Blancs-Coteaux;-1;-1.49;0.49
52008;Andelot-Blancheville;-0.31;-0.52;0.21
52017;Arc-en-Barrois;-1.84;-2.65;0.82
52050;Biesles;-0.45;0.11;-0.56
52058;Bologne;-0.68;0.04;-0.72
52060;Bourbonne-les-Bains;-1.21;-1.57;0.36
52064;Bourmont-entre-Meuse-et-Mouzon;-1.4;-1.73;0.33
52074;Breuvannes-en-Bassigny;-0.37;-0.39;0.02
52093;Chalindrey;-0.41;-0.52;0.1
52114;Châteauvillain;-0.68;-1.5;0.82
52177;Doulaincourt-Saucourt;-1.74;-2.77;1.03
52197;Fayl-Billot;-0.58;-1.37;0.79
52211;Froncles;-2.05;-0.56;-1.5
52247;Illoud;-2.07;-0.61;-1.46
52250;Joinville;-1.66;-1.47;-0.19
52269;Langres;-0.19;-0.28;0.09
52331;La Porte du Der;-1.05;-1.16;0.11
52353;Nogent;-1.42;-1.46;0.04
52405;Le Montsaugeonnais;-1.72;-0.07;-1.65
52444;Saint-Blin;-2.34;-0.5;-1.85
52550;Wassy;-0.69;-1.28;0.59
53003;Ambrières-les-Vallées;-1.07;-1.08;0.01
53062;Château-Gontier-sur-Mayenne;-0.05;-0.37;0.32
53077;Cossé-le-Vivien;1;-0.47;1.47
53084;Craon;-0.28;-1.19;0.91
53096;Ernée;-0.53;-0.84;0.31
53097;Évron;-0.65;-0.83;0.18
53107;Gorron;-0.72;-1.54;0.82
53127;Lassay-les-Châteaux;-0.68;-2.08;1.4
53147;Mayenne;-0.15;-0.24;0.1
53152;Meslay-du-Maine;-0.6;-0.87;0.28
53161;Montsûrs;-0.62;-0.41;-0.2
53182;Port-Brillet;-0.26;-0.5;0.25
53185;Pré-en-Pail-Saint-Samson;-0.33;-0.62;0.29
53188;Renazé;-0.13;-0.99;0.86
53271;Villaines-la-Juhel;-1.24;-1.38;0.14
54039;Baccarat;-1.57;-0.92;-0.65
54076;Blainville-sur-l'Eau;-0.12;-0.02;-0.1
54099;Val de Briey;-0.61;-0.21;-0.4
54129;Cirey-sur-Vezouze;-0.93;-0.82;-0.11
54135;Colombey-les-Belles;-0.17;-0.46;0.29
54263;Homécourt;0.24;-0.07;0.31
54273;Jarny;-0.36;-0.38;0.02
54280;Jœuf;0.11;-0.46;0.57
54322;Longuyon;-0.65;-0.59;-0.06
54397;Neuves-Maisons;-0.72;0.03;-0.75
54400;Nomeny;-1.06;0.23;-1.29
54425;Piennes;-0.13;0.01;-0.14
54431;Pont-à-Mousson;-0.64;0.09;-0.73
54432;Pont-Saint-Vincent;-0.84;0.15;-0.99
54563;Vézelise;-0.82;-0.81;-0.01
55063;Bouligny;-1.19;-0.54;-0.64
55122;Commercy;-1.51;-0.72;-0.79
55181;Étain;-0.64;-0.28;-0.36
55291;Ligny-en-Barrois;-1.19;-0.92;-0.26
55351;Montmédy;-1.32;-0.09;-1.23
55427;Revigny-sur-Ornain;-1.25;0.03;-1.28
55463;Saint-Mihiel;-1.07;-1.01;-0.06
55502;Stenay;-1.74;-1.46;-0.27
55533;Vaucouleurs;-0.45;-1.54;1.08
56001;Allaire;0.36;-0.9;1.25
56007;Auray;0.57;-0.53;1.1
56010;Baud;-0.01;-0.33;0.32
56053;Elven;1.99;0.34;1.65
56057;Le Faouët;-0.04;-1.97;1.93
56061;La Gacilly;0.16;-0.57;0.73
56066;Gourin;-0.64;-1.05;0.42
56067;Grand-Champ;1.48;-0.06;1.54
56073;Guémené-sur-Scorff;-0.09;-2.83;2.74
56075;Guer;-0.62;0.31;-0.94
56083;Hennebont;0.27;-0.21;0.48
56091;Josselin;0.27;-2.1;2.36
56101;Languidic;0.58;0.22;0.36
56117;Locminé;1.79;0.28;1.51
56123;Malansac;0.58;-0.19;0.77
56127;Mauron;0.35;-1.29;1.63
56143;Muzillac;0.18;-0.86;1.04
56147;Nivillac;1.15;-0.07;1.22
56152;Le Palais;-0.18;-1.13;0.95
56165;Ploërmel;-0.14;-0.55;0.41
56166;Plouay;0.75;-0.15;0.9
56169;Plouhinec;0.15;-0.21;0.36
56184;Questembert;1.22;-0.21;1.43
56186;Quiberon;-0.86;-1.58;0.72
56190;Réguiny;-0.05;-0.05;0
56195;La Roche-Bernard;0.71;-0.05;0.76
56198;Rohan;-0.79;-0.15;-0.64
56222;Saint-Jean-Brévelay;0.58;-0.68;1.26
56240;Sarzeau;2.32;-1.27;3.58
56244;Sérent;1.2;-0.15;1.35
57089;Bitche;-0.88;-0.29;-0.59
57097;Boulay-Moselle;-0.29;-0.24;-0.05
57106;Bouzonville;-0.27;-0.39;0.12
57132;Château-Salins;-1.02;-1.16;0.14
57160;Creutzwald;-0.95;-0.36;-0.6
57177;Dieuze;-1.68;-0.94;-0.74
57207;Farébersviller;-0.66;0.11;-0.77
57240;Freyming-Merlebach;-0.04;-0.12;0.08
57332;Hombourg-Haut;-1.24;-0.36;-0.89
57483;Morhange;-0.52;-0.18;-0.33
57650;Sierck-les-Bains;0.58;0.17;0.4
58046;Cercy-la-Tour;-0.84;-1.63;0.8
58059;La Charité-sur-Loire;-1.01;-1.48;0.47
58062;Château-Chinon (Ville);-1.16;-0.79;-0.37
58065;Châtillon-en-Bazois;-0.67;-0.76;0.09
58079;Clamecy;-1.22;-0.8;-0.42
58083;Corbigny;-1.85;-2.19;0.33
58095;Decize;-1.45;-1.48;0.03
58131;Guérigny;0.25;-0.88;1.13
58134;Imphy;-1.34;-1.3;-0.04
58145;Lormes;-0.43;-1.92;1.49
58149;Luzy;0.06;-1.86;1.92
58151;La Machine;-0.86;-0.92;0.06
58182;Moulins-Engilbert;-1.09;-1.88;0.79
58218;Prémery;-0.34;-1.12;0.77
58227;Saint-Amand-en-Puisaye;-1.04;-1.77;0.73
58232;Saint-Benin-d'Azy;-0.35;-1.4;1.05
58250;Saint-Léger-des-Vignes;-1.74;-0.7;-1.05
58267;Saint-Saulge;-1.09;-2.04;0.95
58304;Varzy;-2.45;-2.24;-0.22
59008;Aniche;-0.61;0.52;-1.14
59015;Arleux;0.65;-0.45;1.1
59035;Avesnelles;-1.54;-0.3;-1.25
59036;Avesnes-sur-Helpe;-2.05;-0.49;-1.56
59037;Avesnes-les-Aubert;-0.1;-0.15;0.05
59053;Bavay;-0.46;-0.63;0.17
59136;Le Cateau-Cambrésis;-0.25;-0.2;-0.05
59139;Caudry;-0.99;-0.28;-0.71
59153;Condé-sur-l'Escaut;-0.41;0.06;-0.47
59249;Fourmies;-1.26;-0.06;-1.2
59331;Landrecies;-0.26;-0.25;-0.01
59481;Le Quesnoy;-0.52;-0.93;0.4
59525;Sains-du-Nord;-0.9;-0.12;-0.78
59571;Solesmes;-0.72;-0.37;-0.35
59574;Somain;-1.23;0.13;-1.36
60029;Auneuil;-0.48;0.13;-0.61
60103;Bresles;-0.7;-0.07;-0.63
60104;Breteuil;-1.44;-0.04;-1.4
60157;Clermont;-0.12;-0.42;0.31
60178;Crèvecœur-le-Grand;-0.37;-0.14;-0.22
60245;Formerie;-0.44;-0.3;-0.15
60286;Grandvilliers;-1.19;-1.32;0.13
60333;Lachapelle-aux-Pots;-0.3;0.07;-0.38
60395;Méru;-0.44;0.61;-1.05
60439;Mouy;0.08;0.27;-0.2
60471;Noyon;-1.11;0.29;-1.4
60509;Pont-Sainte-Maxence;-0.41;0.54;-0.95
60577;Saint-Germer-de-Fly;-0.13;0.18;-0.3
61007;Athis-Val de Rouvre;-0.31;-0.34;0.03
61038;Bellême;-1.2;-3.14;1.94
61063;Briouze;-0.32;-1.39;1.08
61074;Carrouges;-1.24;-3.27;2.03
